SnesAddressHex,SnesAddress,Name,Comment,UsedStatus
$18CE6C,1625708,Final_Door2,,USED
$18CE96,1625750,Final_Door3,,USED
$18CEC0,1625792,Final_Door4,,USED
$18CEEA,1625834,Final_Door5,,USED
$18CF14,1625876,Final_Door6,,USED
$18CF5A,1625946,Final_Door7,,USED
$18CF64,1625956,Final_Door8,,USED
$18CF98,1626008,Final_Door9,,USED
$198D42,1674562,Palette_Karul,,USED
$18C3AA,1622954,Text_SCRIPT097,,USED
$18C3C3,1622979,Text_SCRIPT098,,USED
$18C3F3,1623027,Text_SCRIPT099,,USED
$18C40B,1623051,Text_SCRIPT100,,USED
$18C41F,1623071,Sub_Karul_macro,,USED
$18D4C3,1627331,Wait_for_A_press,,USED
$18A151,1614161,_18A044_Decomp_data,,USED
$18A063,1613923,The_Legend_Ch2_start,,USED
$18A0B9,1614009,Text_SCRIPT021,,USED
$18A0DF,1614047,Text_SCRIPT022,,USED
$18A0EA,1614058,Ch2_Salah_joins,,USED
$18A4C3,1615043,ASM_Reinoll_Event,,USED
$18AA07,1616391,Event_Reinoll1,,USED
$18AA0A,1616394,Event_Reinoll2,,USED
$18AA17,1616407,Event_Reinoll3,,USED
$18AA24,1616420,Event_Reinoll4,,USED
$18AA48,1616456,Event_Reinoll5,,USED
$009CDD,40157,Battle_related1b,,USED
$18A839,1615929,_18A4F6_data,,USED
$18A504,1615108,Text_SCRIPT033,,USED
$18A515,1615125,Reinolls_theme,,USED
$18A52E,1615150,Text_SCRIPT034,,USED
$18A548,1615176,Text_SCRIPT035,,USED
$18A565,1615205,Draw_Spirits_Rei,,USED
$18A927,1616167,_18A594_data,,USED
$18A987,1616263,_18A59E_data,,USED
$18A5FC,1615356,Text_SCRIPT036,,USED
$18A5AF,1615279,Load_Four_Cards_Shine,,USED
$18A967,1616231,_18A60E_data,,USED
$18A655,1615445,Text_SCRIPT037,,USED
$18A67E,1615486,Text_SCRIPT038,,USED
$18A490,1614992,Get_Fire_Spirit,,USED
$18A68C,1615500,Pen_Drop_SFX,,USED
$18A693,1615507,Text_SCRIPT039,,USED
$18A6A3,1615523,Text_SCRIPT040,,USED
$18A8EC,1616108,_18A6D6_decomp_data,,USED
$198A6B,1673835,Palette_Ariel,,USED
$18A9A7,1616295,_18A6EA_data,,USED
$18A9C7,1616327,_18A6F4_data,,USED
$1986BF,1672895,Palette_Fighter,,USED
$18A737,1615671,Text_SCRIPT041,,USED
$18A74B,1615691,Text_SCRIPT042,,USED
$198401,1672193,Palette_Zerel,,USED
$18A78B,1615755,Text_SCRIPT043,,USED
$18A7B6,1615798,Text_SCRIPT047,,USED
$18A7A3,1615779,ASM_Zerel_fight,,USED
$18D3C3,1627075,Sub_Event_Battle,,USED
$18A879,1615993,_18A7F7_decomp_data,,USED
$18A859,1615961,_18A80E_data,,USED
$18A8AC,1616044,_18A818_decomp_data,,USED
$18AA53,1616467,Setup_Reinoll_Scene,,USED
$18AA80,1616512,ASM_Ch3_Start,,USED
$18AB80,1616768,_18AAC7_data,,USED
$18AAEE,1616622,Axs_House_TheLegend,,USED
$18AAFF,1616639,Text_SCRIPT048,,USED
$18AB1F,1616671,Text_SCRIPT049,,USED
$18AB3F,1616703,Text_SCRIPT050,,USED
$03B357,242519,Entering_Town,,USED
$03B3FD,242685,More_Town_Loading,,USED
$18AB0D,1616653,Looking_For_Letter,,USED
$18971B,1611547,Sub_Some_Anim,,USED
$18A61C,1615388,Load_3_Treasures_Shine,,USED
$18D6FD,1627901,DMA_xfer_data,,USED
$18D41A,1627162,Sub_FadeOut,,USED
$18A57C,1615228,Hide_Rooks_and_co,,USED
$18D512,1627410,Make_Animation_Loop2,,USED
$18D4B9,1627321,Make_Animation_Loop1,,USED
$009F4F,40783,Color_Math_Desig_2b,,USED
$009F3C,40764,Color_Add_Select_2b,,USED
$18A590,1615248,Load_Card_Palette_Data,,USED
$18A59A,1615258,Load_Treasure_Shimmer_Palette,,USED
$18A584,1615236,Load_compressed_data,,USED
$148134,1343796,RLE_loc_Seven_McGuffins,,USED
$15B4F1,1422577,RLE_Seven_McGuffins,,USED
$15B87A,1423482,End_Seven_McGuffins,,USED
$14813C,1343804,RLE_loc_unk01,,USED
$148146,1343814,RLE_loc_unk02,,USED
$15B87B,1423483,RLE_15_B87B,,USED
$15B990,1423760,RLE_unk02,,USED
$14814C,1343820,RLE_loc_unk03,,USED
$148155,1343829,RLE_loc_unk04,,USED
$1A85C7,1738183,RLE_Enemy_Zerel,,USED
$14815E,1343838,RLE_loc_unk05,,USED
$14B4AE,1356974,RLE_unk05,,USED
$148166,1343846,RLE_loc_unk06,,USED
$14C324,1360676,RLE_unk06,,USED
$14816F,1343855,RLE_loc_unk07,,USED
$14C53D,1361213,RLE_unk07,,USED
$1491D1,1348049,RLE_Stoned_Axs,,USED
$14843A,1344570,RLE_loc16_D628,,USED
$16D628,1496616,RLE_16_D628,,USED
$158001,1409025,RLE_15_8001,,USED
$1480C0,1343680,RLE_loc15_unk001,,USED
$1482DC,1344220,RLE_loc16_8001,,USED
$168001,1474561,RLE_16_8001,,USED
$1483AB,1344427,RLE_loc15_8001_2,,USED
$1483B3,1344435,RLE_loc16_8001_2,,USED
$148443,1344579,RLE_14_8443,,USED
$14806E,1343598,RLE_loc14_189ADC,,USED
$1482AA,1344170,RLE_loc15_8001,,USED
$17922F,1544751,RLE_loc17_92B0,,USED
$1884FC,1606908,_18EX_stuff,,USED
$1884E9,1606889,RLE_Loc_18_84E9,,USED
$188A55,1608277,_1884C6_data,,USED
$189927,1612071,Text_SCRIPT006,,USED
$189935,1612085,Text_SCRIPT007,,USED
$18D4A4,1627300,Sub_Mock_Battle,,USED
$189932,1612082,Fake_Battle_Ch1,,USED
$189D51,1613137,Text_SCRIPT015,,USED
$18993D,1612093,Loop_1091_is_2,,USED
$009C5D,40029,Some_Setup_12b,,USED
$18995A,1612122,Loop_1091_is_3,,USED
$189964,1612132,Text_SCRIPT008,,USED
$18996C,1612140,Loop_1091_is_4,,USED
$189976,1612150,Text_SCRIPT009,,USED
$0018F3,6387,Decomp_Entry_Addr,,UNUSED
$189980,1612160,Text_SCRIPT010,,USED
$18D3F6,1627126,Sub_Turn_off_sound,,USED
$18D4B1,1627313,Sub_Mock_Battle_end,,USED
$0018F5,6389,Decomp_Entry_Bank,,UNUSED
$0018F8,6392,Decomp_Addr,,UNUSED
$0018FA,6394,Decomp_Bank,,UNUSED
$0011C1,4545,Battle_State,"00=Not fighting, can move. 02=Battle poses",UNUSED
$148053,1343571,RLE_loc_Trickery_Ch1,,USED
$1BBD89,1817993,RLE_Enemy_Teefa,,USED
$1899D4,1612244,Text_SCRIPT011,,USED
$00A162,41314,Confusing_RAM_Xfer_3b_4b,,USED
$1899F8,1612280,Text_SCRIPT012,,USED
$14805C,1343580,RLE_loc_LetMeExplain_Ch1,,USED
$1BB0EC,1814764,RLE_Enemy_Ariel,,USED
$189A19,1612313,Text_SCRIPT013,,USED
$189A5B,1612379,Text_SCRIPT016,,USED
$189A66,1612390,Text_SCRIPT017,,USED
$189A76,1612406,Rooks_Paralyzed,,USED
$189A81,1612417,Transfer_2_bytes,,USED
$18D480,1627264,Sub_Sting_Flash,,USED
$189E8B,1613451,Tbl_Who_Hits_Rooks,,USED
$18AD51,1617233,ASM_Lava_Room,,USED
$0D958E,890254,_189AD2_2_bytes,,USED
$0D958C,890252,_189A85_2_bytes,,USED
$078CEE,494830,Spirit_stuff_far,,USED
$078CF2,494834,_13A7_Spirit_stuff,,USED
$189F78,1613688,Tbl_Paralyze_Targets,,USED
$189F30,1613616,Beaten_Up_Attack,,USED
$189E51,1613393,Stop_Hitting_Yourself,,USED
$189EB9,1613497,Rooks_Halved_HP,,USED
$189EE3,1613539,Wind_Spirit_KOd,,USED
$189F13,1613587,Wind_Spirit_break,,USED
$189E69,1613417,ArielTeefa_Attack_Text,,USED
$189E36,1613366,BeatUp_end_check,,USED
$189AE4,1612516,Text_SCRIPT018,,USED
$189ACE,1612494,Finished_Beating_Rooks,,USED
$189B2B,1612587,Text_SCRIPT019,,USED
$189B3B,1612603,Text_SCRIPT020,,USED
$189B46,1612614,Rooks_fainting,,USED
$189D72,1613170,Setup_07AX_vals,,USED
$189888,1611912,Enter_Crystal_Room,,USED
$149F17,1351447,RLE_Crystal_Room,,USED
$148012,1343506,RLE_loc_Crystal_Room1,,USED
$189BDB,1612763,_1898B5_data,,USED
$189BFB,1612795,_1898BF_data,,USED
$189B7B,1612667,_1898C9_data,,USED
$189BBB,1612731,_1898DD_data,,USED
$18D435,1627189,Sub_FadeIn,,USED
$18D44D,1627213,Sub_LoadSomething,,USED
$189C1B,1612827,_1899EE_data,,USED
$189C88,1612936,CrystalSword_anims,,USED
$189C9E,1612958,DMA_transfer,,USED
$189D34,1613108,_189CA5_DMA,,USED
$189F7C,1613692,Color_Setup,,USED
$189CB2,1612978,RGB_loop,,USED
$189F90,1613712,Zero_WinMask_stuff,,USED
$18A335,1614645,Ch2_Darwin_3,,USED
$18A329,1614633,Darwin_KOs_Chimera,,USED
$18A1B7,1614263,ASM_Ch2_The_Man,,USED
$18A2F0,1614576,Ch2_Darwin_1,,USED
$18A31E,1614622,Ch2_Darwin_2,,USED
$18A343,1614659,Sub_Unknown,,USED
$18A347,1614663,Animation_Loop,,USED
$098763,624483,Tbl_098763,,USED
$18A1C1,1614273,Ch2_Darwin_Start,,USED
$18A1D7,1614295,Text_SCRIPT023,,USED
$19827B,1671803,Palette_Gurgeon,,USED
$1480AA,1343658,RLE_loc_Darwin_NPC,,USED
$18A1E9,1614313,Load_TheMan_Gfx,,USED
$18A261,1614433,Text_SCRIPT024,,USED
$18D4A9,1627305,Battle_Poses_On,,USED
$18A298,1614488,Text_SCRIPT025,,USED
$18D45C,1627228,Some_sub,,USED
$18A2AF,1614511,End_TheMan_scene,,USED
$18A3A0,1614752,Text_SCRIPT026,,USED
$18A3C8,1614792,Text_SCRIPT029,,USED
$18A3ED,1614829,Ch2_DarwinJoin_1,,USED
$18A3F0,1614832,Ch2_DarwinJoin_2,,USED
$189FF2,1613810,Question_YN,,USED
$18A3F4,1614836,Loop_Ch2_Darwin_YN,,USED
$18A400,1614848,Text_SCRIPT028,,USED
$18A40B,1614859,Text_SCRIPT027,,USED
$18A369,1614697,ASM_Ch2_Darwin_Join,,USED
$18A430,1614896,ASM_Ch2_Darwin_leaves,,USED
$18A4AC,1615020,Ch2_Darwin_leaves_1,,USED
$14F25A,1372762,RLE_Darwin_NPC,,USED
$18A453,1614931,Text_SCRIPT030,,USED
$18A45E,1614942,Text_SCRIPT031,,USED
$18A485,1614981,Text_SCRIPT032,,USED
$078D0C,494860,Get_New_Spirit_far,,USED
$148177,1343863,RLE_Loc_Stoned_Axs1,,USED
$18AC87,1617031,_18ABFD_data,,USED
$18AC03,1616899,Draw_Stoned_Axs,,USED
$18AC1A,1616922,Text_SCRIPT051,,USED
$18CD59,1625433,FinalFight_CompressedData,,USED
$18AC9B,1617051,_18AC4F_data,,USED
$18AC5B,1616987,Text_SCRIPT052,,USED
$18D2FF,1626879,Sub_Axs_joins_Ch3,,USED
$18D31E,1626910,Sub_Unequip_Axs,,USED
$18AD16,1617174,ASM_Ch3_Marid,,USED
$18AD19,1617177,Text_SCRIPT053,,USED
$18AD2A,1617194,Text_SCRIPT054,,USED
$18AD35,1617205,Get_Water_Spirit,,USED
$1483DD,1344477,RLE_Loc_Final_Fight,,USED
$16B8EC,1489132,RLE_Final_Fight,,USED
$18B208,1618440,Event_Lava3,,USED
$18B21B,1618459,Event_Lava4,,USED
$18B22E,1618478,Event_Lava5,,USED
$18B23B,1618491,Event_Lava6,,USED
$18B23E,1618494,Event_Lava7,,USED
$18B243,1618499,Event_Lava8,,USED
$148188,1343880,RLE_Loc_LavaRoom,,USED
$14C7B2,1361842,RLE_LavaRoom,,USED
$18AD97,1617303,Gfx_LavaRoom,,USED
$18AFEC,1617900,_18ADA7_data,,USED
$18ADA0,1617312,Decompress_stuff,,USED
$18B04D,1617997,Move_Lots_of_Data,,USED
$18ADD8,1617368,Text_SCRIPT055,,USED
$18AE02,1617410,LavaRoom_Looking_Around,,USED
$18AE1B,1617435,Text_SCRIPT056,,USED
$18AE2E,1617454,Text_SCRIPT057,,USED
$18AE55,1617493,LavaRoom_Anims2,,USED
$18AE96,1617558,Text_SCRIPT058,,USED
$18AE69,1617513,LavaRoom_Load_2_sprites,,USED
$18AEBF,1617599,LavaRoom_Anims3,,USED
$18AECE,1617614,Text_SCRIPT059,,USED
$18AEE0,1617632,LavaRoom_Anims_4,,USED
$18AEF6,1617654,Text_SCRIPT060,,USED
$1986E6,1672934,_18AF17_data,,USED
$18AF31,1617713,Text_SCRIPT061,,USED
$18AF1D,1617693,Load_Sauza_Gfx,,USED
$18AF13,1617683,Transfer_Sauza_Gfx,,USED
$18D3D4,1627092,Sub_Sauza_1,,USED
$18D3E0,1627104,Sub_Sauza_2,,USED
$18AFC6,1617862,Text_SCRIPT062,,USED
$18AF4D,1617741,ASM_Sauza_fight,,USED
$1481CA,1343946,RLE_Loc_PostSauza,,USED
$18AFEB,1617899,End_Chapter_3,,USED
$18B1A5,1618341,Zeros_190X_vars,,USED
$18B19E,1618334,_18B186_data,,USED
$18B17F,1618303,Transfer_7b,,USED
$18968B,1611403,Call_Event_ASM,,USED
$00A20C,41484,Event_Brancher,,USED
$058B8C,363404,Add_char_04_to_party,,USED
$0D937A,889722,_058BE6_data,,USED
$0EBB0E,965390,Sprite_Battle_Efrite,,USED
$0E8FCC,954316,Sprite_Torn_Card,,USED
$0EBEA9,966313,Sprite_Attack_Efrite,,USED
$008DA5,36261,Load_Code_Handling,,USED
$00BE43,48707,Text_0C_table,,USED
$00A9AE,43438,Set_Text_Speed,,USED
$00AB0F,43791,Text_Paused,,USED
$00BFB7,49079,TextOffsetStuff,,USED
$00A77B,42875,Pause_Helper,,USED
$00AB29,43817,Pause_Table,,USED
$00AB08,43784,Get_Pause_Status,,USED
$00A79B,42907,Unpause_from_7F,,USED
$00A86B,43115,Text_Pop_Stack,,USED
$00108F,4239,Portrait_offset,Used with opcode 1B,UNUSED
$001095,4245,Pause_status,Used with opcode 7F (1=paused),UNUSED
$00109B,4251,Temp_Text_Offset,Stores a $04 (x offset for $28b text vars),UNUSED
$188040,1605696,Tile_NoEncounter,,USED
$188049,1605705,High_Encounter,,USED
$188044,1605700,Normal_Encounter,,USED
$188023,1605667,Roll_boss_encounter,,USED
$0EEF6B,978795,Sprite_Attack_Axs,,USED
$0EA12C,958764,Sprite_Field_Dao,,USED
$0EAC91,961681,Sprite_Field_Marid,,USED
$0EB715,964373,Sprite_Field_Efrite,,USED
$0EC292,967314,Sprite_Field_BadTeefa,,USED
$01895A,100698,Sub_Setup_Field_Sprites1,,USED
$07B5BA,505274,Get_Enemy_Name,,USED
$078FB9,495545,VRAM_Name_addresses,,USED
$078E9A,495258,Tbl_Status_FINISH_Tiles,,USED
$078FF6,495606,Letter_Tiles_SYLPH,,USED
$078EC2,495298,Letter_Tiles_FINIS_ROOKS,,USED
$079003,495619,Letter_Tiles_DAO,,USED
$079010,495632,Letter_Tiles_MARID,,USED
$07901D,495645,Letter_Tiles_EFRITE,,USED
$078E92,495250,Tbl_VRAM_Status_addresses,,USED
$07902A,495658,Letter_Tiles_TEEFA,,USED
$079037,495671,Letter_Tiles_SALAH,,USED
$079044,495684,Letter_Tiles_DARWIN,,USED
$079051,495697,Letter_Tiles_AXS,,USED
$07905E,495710,Letter_Tiles_BLANK,,USED
$078EDC,495324,Letter_Tiles_FINIS_GUEST1,,USED
$078ECF,495311,Letter_Tiles_FINIS_SPIRIT,,USED
$078EE9,495337,Letter_Tiles_FINIS_GUEST2,,USED
$078EF6,495350,Letter_Tiles_Para_ROOKS,,USED
$078F03,495363,Letter_Tiles_Para_GUEST1,,USED
$078F10,495376,Letter_Tiles_Para_GUEST2,,USED
$078F1D,495389,Letter_Tiles_Stone_ROOKS,,USED
$078F2A,495402,Letter_Tiles_Stone_GUEST1,,USED
$078F37,495415,Letter_Tiles_Stone_GUEST2,,USED
$078F44,495428,Letter_Tiles_Confu_ROOKS,,USED
$078F51,495441,Letter_Tiles_Confu_GUEST1,,USED
$078F5E,495454,Letter_Tiles_Confu_GUEST2,,USED
$078F6B,495467,Letter_Tiles_SLEEP_ROOKS,,USED
$078F78,495480,Letter_Tiles_SLEEP_GUEST1,,USED
$078F85,495493,Letter_Tiles_SLEEP_GUEST2,,USED
$018A58,100952,_16_zeroes,,USED
$0E8048,950344,Something1,,UNUSED
$0E8052,950354,Something2,,UNUSED
$0E805C,950364,Something3,,UNUSED
$0E8066,950374,Something4,,UNUSED
$0E8070,950384,Something5,,UNUSED
$0E807A,950394,Something6,,UNUSED
$0E8084,950404,Something7,,UNUSED
$0E808E,950414,Something8,,UNUSED
$0790BE,495806,Something9,,USED
$0790C2,495810,Something10,,USED
$0790C6,495814,Something11,,USED
$0E809B,950427,Something12,,USED
$0E80A5,950437,Something13,,USED
$0E80AF,950447,Something14,,USED
$0E80B9,950457,Something15,,USED
$0E80CD,950477,Something17,,USED
$0E80C3,950467,Something16,,USED
$0E80D7,950487,Something18,,USED
$0E80E1,950497,Something19,,USED
$0790CD,495821,Something20,,USED
$0790D1,495825,Something21,,USED
$0790D5,495829,Something22,,USED
$00B82A,47146,EOR_table,,USED
$00B80A,47114,AND_table,,USED
$018585,99717,Clear_Map_Progress,,USED
$01B7B9,112569,DMA_189D3,,USED
$01B7C3,112579,DMA_189DE,,USED
$01B7CD,112589,DMA_189E8,,USED
$0189B8,100792,Sub_Do_stuff,,USED
$0D8042,884802,RLE_0D_8042,,USED
$0D833F,885567,RLE_0D_833F,,USED
$0D91F0,889328,RLE_0D_91F0,,USED
$0D8019,884761,Unknown_data2,,USED
$0D9548,890184,Data_0D_9548,,USED
$18968F,1611407,TBL_ASM_EVENTS,,USED
$10C58C,1099148,End_Dungeon_Bricks,,USED
$138001,1277953,Bank_13_Compressed_Gfx,,USED
$13DACA,1301194,Bubble_Walls_End,,USED
$118A91,1149585,Gfx_Forest_of_Doubt,,USED
$11FBA7,1178535,End_Forest_of_Doubt,,USED
$128571,1213809,Bintel_Castle_Gfx,,USED
$12E35E,1237854,End_Bintel_Castle_Gfx,,USED
$0380D8,229592,Tbl_Compressed_Gfx_2,,USED
$03811C,229660,Tbl_Compressed_Gfx_Banks_2,,USED
$038160,229728,Tbl_Compressed_Gfx_3,,USED
$0381A4,229796,Tbl_Compressed_Gfx_Banks_3,,USED
$0381E8,229864,Tbl_Compressed_Gfx_4,,USED
$03822C,229932,Tbl_Compressed_Gfx_Banks_4,,USED
$18BCC2,1621186,Text_SCRIPT090,,USED
$18BC9B,1621147,Text_SCRIPT089,,USED
$18BAB8,1620664,_18BBEE_data,,USED
$18BC1D,1621021,Text_SCRIPT087,,USED
$18BC34,1621044,Text_SCRIPT088,,USED
$18BC4C,1621068,Teefa_Boss_Fight,,USED
$05B022,372770,Levelup_stats_Sylph,,USED
$05B2F2,373490,Levelup_stats_Dao,,USED
$05B5C2,374210,Levelup_stats_Marid,,USED
$05B892,374930,Levelup_stats_Efrite,,USED
$05BB62,375650,Levelup_stats_Teefa,,USED
$05BE32,376370,Levelup_stats_Salah,,USED
$05C102,377090,Levelup_stats_Darwin,,USED
$05C3D2,377810,Levelup_stats_Axs,,USED
$18C5F8,1623544,Draw_Salah_Axs_entrance,,USED
$028D6B,167275,Roll_Confusion_Target,,USED
$07B4FE,505086,Get_PC_name2,,USED
$028E7B,167547,Invalid_Target,,USED
$028E7F,167551,Valid_Target,,USED
$028D8A,167306,Rooks_Targetable,,USED
$028DB3,167347,Spirit_Targetable,,USED
$028DDC,167388,Guest1_Targetable,,USED
$028E05,167429,Guest2_Targetable,,USED
$028E2E,167470,Enemy1_8_Targetable,,USED
$028E63,167523,Enemy_Dead_Check,,USED
$028E8A,167562,Enemy_Spell_Attack,,USED
$07B4E0,505056,Get_PC_Name1,,USED
$07C292,508562,Use_Spellcast_Gear,,USED
$07B51C,505116,Get_EnemyX_Name,,USED
$07B0E1,504033,Condition_Compare_A_X,,USED
$07826D,492141,Get_Status_FFFF,,USED
$028E83,167555,Enemy_Action,,USED
$028D65,167269,Confusion_Targeting,,USED
$088F9F,561055,LineByLine_TextSetup,,USED
$088FAE,561070,Instant_TextSetup,,USED
$07A9D0,502224,Add_Card_to_inventory_far,,USED
$07A9AC,502188,Truncate_Strings_far,,USED
$07B0B0,503984,Condition_Check_2b,,USED
$07B0E8,504040,Get_ID_in_slot_2b,,USED
$07B4A1,504993,Load_Temp_Var_2b,,USED
$0D9322,889634,_058477_data,,USED
$058449,361545,Some_Death_Check,,USED
$18D79D,1628061,DMA_xfer_data2,,USED
$1882E9,1606377,Decomp_Attack_Data,,USED
$0290FE,168190,Add_enemy_loot_to_total,,USED
$03BF26,245542,SpiritHealer_A_pressed,,USED
$03BF2C,245548,Healer_Menu_Revive,,USED
$03E73A,255802,SpiritHealer_Revive_Shop,,USED
$0084FE,34046,RAM_Decomp80,,USED
$009D1F,40223,Setup_8698_3b_2b,,USED
$078DB0,495024,Death_Check_A_2,,USED
$0E8023,950307,RAM_Decomp_802B,,USED
$0E8012,950290,RAM_Decomp_801A,,USED
$0E8001,950273,RAM_Decomp_8009,,USED
$0E8034,950324,RAM_Decomp_803C,,USED
$05911F,364831,Set_Character_7,,USED
$078D46,494918,Death_Check_A_1,,USED
$058291,361105,Error_Check_MP,,USED
$0594DB,365787,Set_Character_ID09,,USED
$0D920A,889354,Xfer_05_9507,,USED
$009E9D,40605,Set_Mosaic_Size_1b,,USED
$009EB8,40632,Incr_Mosaic_Size,,USED
$009ECC,40652,Decr_Mosaic_Size,,USED
$059B0E,367374,Set_11B5_7,,USED
$07A5BA,501178,_11B1_input_stuff,,USED
$0882C3,557763,No_escape,,USED
$059D0B,367883,Text_NO_ESCAPE,,USED
$07BC42,506946,Heal_plus_variance_2b_1b,,USED
$05F206,389638,Heal_70HP_and_change,,USED
$05F21B,389659,Heal_about_200_HP,,USED
$0E92F9,955129,Sprite_Skull_Card,,USED
$1481E3,1343971,RLE_Loc_Stoned_Axs2,,USED
$18B2F4,1618676,Text_SCRIPT063,,USED
$18B31C,1618716,Text_SCRIPT064,,USED
$18B336,1618742,Text_SCRIPT065,,USED
$18B384,1618820,End_Ch4_intro,,USED
$18B474,1619060,Text_SCRIPT066,,USED
$19899D,1673629,Palette_Darah,,USED
$14820C,1344012,RLE_Loc_Darah1,,USED
$1B9C58,1809496,RLE_Enemy_DarahBarah,,USED
$18B496,1619094,Text_SCRIPT067,,USED
$18B4BF,1619135,Text_SCRIPT068,,USED
$18B501,1619201,Text_SCRIPT069,,USED
$18B5BD,1619389,Text_SCRIPT070,,USED
$18B656,1619542,Text_SCRIPT071,,USED
$18B669,1619561,Text_SCRIPT072,,USED
$18B6A0,1619616,Text_SCRIPT073,,USED
$18B6B0,1619632,Text_MACRO119,,USED
$18B6E7,1619687,Text_SCRIPT074,,USED
$18B7B8,1619896,Text_SCRIPT075,,USED
$07AACF,502479,Check_Active_Spirit_1b,,USED
$18B7E3,1619939,Text_SCRIPT076,,USED
$18B80C,1619980,Text_SCRIPT077,,USED
$18B826,1620006,End_Dao2_Event,,USED
$0013A7,5031,Spirits_NotOwned,"xxxxEMDS (0=owned for Efrite, Marid, Dao, Sylph)",UNUSED
$18B8AC,1620140,Text_SCRIPT078,,USED
$18B8D4,1620180,Text_SCRIPT079,,USED
$15E0A1,1433761,RLE_Before_Ariel_Ch4,,USED
$18B954,1620308,Text_SCRIPT080,,USED
$18B965,1620325,Text_SCRIPT081,,USED
$15EE8D,1437325,RLE_Ariel_Kneeling,,USED
$18B9BC,1620412,Text_SCRIPT082,,USED
$18B9EB,1620459,Text_SCRIPT083,,USED
$18BA10,1620496,Text_SCRIPT084,,USED
$18BA22,1620514,Text_SCRIPT085,,USED
$18BA57,1620567,End_Ariel_Event_Ch4,,USED
$18BAF8,1620728,Post_Ariel_Event_Ch4,,USED
$18BB7A,1620858,Text_SCRIPT086,,USED
$18C1B3,1622451,Roll_for_Door_SFX,,USED
$18BD99,1621401,Text_SCRIPT091,,USED
$18BDAF,1621423,Text_SCRIPT092,,USED
$18BDCF,1621455,Text_SCRIPT093,,USED
$18BE13,1621523,Text_SCRIPT094,,USED
$18BEA1,1621665,Lightning_Scene,,USED
$18BEE6,1621734,Data_Post_Lightning,,USED
$18C2BC,1622716,Text_SCRIPT095,,USED
$18C2F2,1622770,Text_SCRIPT096,,USED
$18CC6A,1625194,Data_18CBE7,,USED
$00A1C5,41413,Loop_Xfer_Bytes,,USED
$1899EA,1612266,Transfer_Bytes_Weirdly,,USED
$189E8F,1613455,Ariel_Attacks,,USED
$18C97E,1624446,Attempted_Rimsala_Seal,,USED
$1980A1,1671329,Tbl_Enemy_Palettes_Banks,,USED
$198001,1671169,Tbl_Enemy_Palettes,,USED
$1881A7,1606055,Loop_Xfer_Data_to_RAM,,USED
$189D5C,1613148,Text_SCRIPT014,,USED
$18D416,1627158,SetB6_FadeOut,,USED
$18A7FE,1615870,Unzip_Lots_of_Gfx,,USED
$18D4D2,1627346,Load_Event_Text_NoClear,,USED
$189EA4,1613476,Teefa_Attacks,,USED
$088079,557177,Text_Unused_Menu3,,USED
$0880B1,557233,Text_Unused_Message_Speed,,USED
$0797CB,497611,Tbl_Items_Descr,,USED
$0797F3,497651,Banks_Items_Descr,,USED
$1E97B0,2004912,Instrument_Data_6b,,USED
$1E9899,2005145,Instrument_end,,USED
$08A633,566835,ShortSD,,USED
$08A679,566905,LongSD,,USED
$08A6D0,566992,BroadSD,,USED
$08A709,567049,Scimitar,,USED
$08A73D,567101,IceBlade,,USED
$08A783,567171,UndeadBlade,,USED
$08A7D7,567255,FireBlade,,USED
$08A82D,567341,DragonBlade,,USED
$08A897,567447,MagicSD,,USED
$08A8EB,567531,LightningSD,,USED
$08A951,567633,Desiree,,USED
$08A9AD,567725,CrystalSD,,USED
$08AA20,567840,SpiritSD,,USED
$08AA7E,567934,GiantSD,,USED
$08AAE4,568036,GoldenSD,,USED
$08AB39,568121,CursedSD,,USED
$08ABBD,568253,FlyingAx,,USED
$08ABF1,568305,BattleAx,,USED
$08AC54,568404,GreatAx,,USED
$08ACAE,568494,DemonAx,,USED
$08AD0A,568586,Staff,,USED
$08AD5B,568667,MageST,,USED
$08ADB4,568756,MemoryWand,,USED
$08AE0C,568844,Firebrand,,USED
$08AE64,568932,ElderStaff,,USED
$08AEC7,569031,WishWand,,USED
$08AF2D,569133,StaffWisdom,,USED
$08AF8B,569227,SpiritStaff,,USED
$08AFE9,569321,Mace,,USED
$08B026,569382,Flail,,USED
$08B08A,569482,BattleHammer,,USED
$08B0D1,569553,MorningStar,,USED
$08B124,569636,Whip,,USED
$08B15C,569692,ChainWhip,,USED
$08B1B3,569779,BlackthorneWhip,,USED
$08B286,569990,HardLeather,,USED
$08B2DE,570078,RingMail,,USED
$08B352,570194,ScaleMail,,USED
$08B3AB,570283,ChainMail,,USED
$08B41C,570396,BreastMail,,USED
$08B479,570489,BreastPlate,,USED
$08B4E7,570599,SeamMail,,USED
$08B55B,570715,PlateMail,,USED
$08B5B2,570802,MithrilChain,,USED
$08B607,570887,MithrilPlate,,USED
$08B653,570963,MithrilMail,,USED
$08B6B9,571065,DemonMail,,USED
$08B72A,571178,DragonMail,,USED
$08B784,571268,MagicPlate,,USED
$08B7D5,571349,MagicMail,,USED
$08B843,571459,EarthPlate,,USED
$08B8A8,571560,GrandArmor,,USED
$08B923,571683,RococoArmor,,USED
$08B99A,571802,Robe,,USED
$08B9F0,571888,SilverRobe,,USED
$08BA50,571984,WhiteRobe,,USED
$08BAAD,572077,ShamanRobe,,USED
